what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125143125
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125144750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125144765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125144984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125309812
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1271125318421
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125321921
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125321953
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125322093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125326343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125330171
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125355093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125356421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125356437
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125356593
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125388578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125389515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125390984
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271125391500
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1271125392046
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090610-1638,"org.eclipse.dltk.testing",1271125392062
stopped,bundle,org.eclipse.dltk.debug.ui,1.0.1.v20090910-1601,"org.eclipse.dltk.debug.ui",1271125392062
stopped,bundle,org.eclipse.dltk.formatter,1.0.1.v20090903-2153,"org.eclipse.dltk.formatter",1271125392062
stopped,bundle,org.eclipse.dltk.rse.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.rse.ui",1271125392078
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.externalchecker",1271125392078
